InvoiceNo,Description,Quantity
104517,Salt,1
104517,Chocolate,2
104517,Soft Drink,2
104518,Fruit Juice,2
104518,Onion,2
104518,Soft Drink,2
104518,Biscuits,3
104518,Orange,3
104519,Carrot,2
104519,Banana,2
104519,Yogurt,2
104519,Chicken,3
104520,Carrot,1
104520,Cookies,2
104520,Cheese,1
104520,Orange,2
104521,Soap,2
104521,Salt,3
104521,Yogurt,2
104521,Cooking Oil,3
104521,Sugar,1
104521,Wheat Flour,2
104522,Chicken,2
104522,Fruit Juice,2
104522,Onion,3
104522,Apple,2
104522,Butter,3
104522,Orange,1
104523,Carrot,3
104523,Cookies,3
104523,Eggs,1
104523,Rice,2
104524,Shampoo,2
104524,Yogurt,1
104524,Conditioner,1
104525,Potato,1
104525,Onion,1
104525,Dishwashing Liquid,3
104525,Tomato,3
104526,Biscuits,2
104526,Jam,1
104526,Milk,3
104527,Banana,3
104527,Cheese,3
104527,Toothpaste,1
104527,Detergent,2
104527,Spices,3
104527,Apple,3
104528,Cookies,1
104528,Dishwashing Liquid,2
104528,Detergent,3
104528,Soap,2
104528,Potato,1
104528,Apple,3
104528,Salt,3
104528,Conditioner,3
104529,Carrot,3
104529,Cheese,2
104529,Fruit Juice,3
104529,Jam,3
104529,Grapes,2
104529,Conditioner,1
104530,Biscuits,3
104530,Cookies,1
104530,Salt,2
104530,Cooking Oil,3
104531,Milk,2
104531,Cheese,1
104531,Chicken,1
104531,Bread,3
104531,Butter,1
104532,Dishwashing Liquid,2
104532,Tissue Paper,2
104532,Fruit Juice,1
104532,Yogurt,1
104532,Wheat Flour,2
104533,Carrot,2
104533,Tea,1
104533,Fish,3
104533,Biscuits,2
104533,Sugar,2
104534,Potato,3
104534,Salt,3
104534,Biscuits,1
104535,Carrot,2
104535,Cookies,2
104535,Bread,2
104536,Banana,3
104536,Dishwashing Liquid,1
104536,Fruit Juice,1
104536,Fish,2
104536,Orange,2
104537,Jam,3
104537,Cookies,3
104537,Milk,3
104537,Dishwashing Liquid,3
104538,Butter,1
104538,Eggs,1
104538,Yogurt,3
104538,Tissue Paper,2
104539,Tissue Paper,3
104539,Bread,2
104539,Jam,2
104539,Butter,3
104539,Wheat Flour,1
104540,Shampoo,2
104540,Tea,2
104540,Dishwashing Liquid,3
104540,Soap,1
104541,Shampoo,1
104541,Eggs,2
104541,Conditioner,3
104542,Spices,1
104542,Milk,3
104542,Chicken,1
104542,Orange,1
104543,Milk,3
104543,Tea,2
104543,Rice,1
104543,Potato,2
104543,Yogurt,1
104544,Milk,3
104544,Cheese,1
104544,Bread,1
104544,Sugar,3
104545,Tea,1
104545,Rice,3
104545,Salt,1
104545,Cooking Oil,3
104545,Butter,2
104546,Banana,1
104546,Dishwashing Liquid,2
104546,Tissue Paper,2
104547,Yogurt,1
104547,Cooking Oil,2
104547,Toothpaste,3
104548,Cookies,3
104548,Eggs,1
104548,Detergent,2
104548,Grapes,1
104549,Carrot,2
104549,Dishwashing Liquid,2
104549,Tissue Paper,1
104549,Apple,1
104549,Conditioner,1
104550,Carrot,2
104550,Shampoo,1
104550,Jam,1
104550,Grapes,3
104550,Conditioner,2
104551,Fruit Juice,2
104551,Toothpaste,3
104551,Eggs,2
104551,Apple,2
104551,Soft Drink,3
104552,Chocolate,2
104552,Fruit Juice,1
104552,Soft Drink,1
104552,Tomato,1
104552,Sugar,3
104553,Spices,3
104553,Jam,1
104553,Shampoo,1
104553,Conditioner,1
104554,Chocolate,1
104554,Rice,1
104554,Soft Drink,3
104554,Sugar,2
104555,Spices,3
104555,Fruit Juice,3
104555,Salt,2
104555,Grapes,3
104556,Milk,3
104556,Cookies,3
104556,Cheese,2
104556,Bread,2
104556,Fish,2
104556,Butter,2
104557,Chicken,3
104557,Fruit Juice,1
104557,Dishwashing Liquid,2
104557,Cooking Oil,3
104557,Grapes,2
104557,Butter,1
104558,Chicken,2
104558,Apple,3
104558,Onion,1
104558,Grapes,1
104558,Conditioner,3
104558,Wheat Flour,3
104559,Tissue Paper,3
104559,Spices,1
104559,Apple,3
104559,Onion,2
104559,Salt,1
104560,Spices,2
104560,Apple,2
104560,Cooking Oil,3
104560,Soft Drink,2
104560,Orange,2
104560,Toothbrush,3
104561,Banana,3
104561,Cheese,1
104561,Bread,2
104561,Grapes,1
104562,Carrot,1
104562,Detergent,1
104562,Jam,1
104562,Chips,2
104562,Orange,2
104563,Onion,3
104563,Popcorn,3
104563,Fruit Juice,3
104563,Wheat Flour,2
104564,Potato,3
104564,Milk,3
104564,Chicken,3
104564,Soft Drink,1
104565,Coffee,3
104565,Milk,1
104565,Rice,2
104566,Spices,1
104566,Milk,1
104566,Grapes,2
104567,Banana,3
104567,Popcorn,1
104567,Toothpaste,1
104567,Yogurt,2
104567,Soft Drink,3
104567,Toothbrush,2
104568,Spices,3
104568,Cooking Oil,2
104568,Salt,3
104568,Rice,2
104569,Butter,1
104569,Jam,2
104569,Chicken,1
104569,Bread,1
104570,Spices,3
104570,Cooking Oil,3
104570,Chicken,2
104571,Shampoo,1
104571,Milk,1
104571,Orange,3
104571,Sugar,2
104572,Milk,2
104572,Dishwashing Liquid,1
104572,Toothpaste,1
104572,Chips,2
104572,Soft Drink,2
104572,Tomato,2
104572,Wheat Flour,3
104573,Cookies,3
104573,Cheese,3
104573,Tea,2
104573,Eggs,1
104573,Grapes,2
104573,Tomato,1
104574,Banana,1
104574,Cooking Oil,2
104574,Orange,3
104574,Tissue Paper,2
104575,Carrot,3
104575,Orange,3
104575,Shampoo,1
104575,Chips,3
104575,Yogurt,3
104575,Conditioner,3
104576,Popcorn,2
104576,Chicken,2
104576,Tissue Paper,1
104576,Soap,3
104576,Onion,3
104576,Orange,2
104577,Chicken,2
104577,Dishwashing Liquid,2
104577,Fruit Juice,2
104577,Tissue Paper,3
104577,Grapes,2
104577,Biscuits,1
104578,Coffee,2
104578,Banana,3
104578,Milk,3
104579,Banana,1
104579,Toothpaste,3
104579,Soap,3
104579,Spices,3
104579,Fish,1
104580,Carrot,1
104580,Onion,3
104580,Cooking Oil,2
104580,Fish,1
104580,Biscuits,3
104580,Sugar,1
104581,Chicken,3
104581,Potato,1
104581,Onion,2
104581,Biscuits,2
104581,Butter,3
104581,Sugar,3
104582,Cookies,1
104582,Chocolate,1
104582,Fruit Juice,1
104582,Potato,3
104582,Shampoo,1
104583,Chocolate,2
104583,Fruit Juice,1
104583,Detergent,2
104583,Shampoo,3
104583,Yogurt,3
104584,Biscuits,3
104584,Tissue Paper,2
104584,Grapes,3
104584,Tomato,2
104585,Cookies,2
104585,Yogurt,3
104585,Chicken,3
104585,Fruit Juice,3
104586,Banana,3
104586,Cheese,2
104586,Tissue Paper,1
104586,Cooking Oil,3
104586,Biscuits,2
104587,Banana,1
104587,Chips,1
104587,Cooking Oil,3
104588,Chicken,3
104588,Soap,3
104588,Cooking Oil,2
104588,Orange,2
104588,Toothbrush,2
104589,Tea,3
104589,Biscuits,3
104589,Sugar,2
104590,Carrot,3
104590,Tea,2
104590,Onion,3
104590,Fish,2
104590,Toothbrush,3
104590,Sugar,2
104591,Dishwashing Liquid,1
104591,Chocolate,1
104591,Orange,2
104591,Wheat Flour,2
104592,Fruit Juice,3
104592,Sugar,1
104592,Grapes,2
104592,Toothbrush,3
104593,Butter,1
104593,Milk,3
104593,Cheese,2
104593,Bread,3
104594,Milk,3
104594,Chicken,1
104594,Eggs,2
104594,Coffee,3
104594,Onion,1
104595,Eggs,2
104595,Spices,1
104595,Jam,1
104595,Fish,1
104595,Orange,2
104596,Shampoo,3
104596,Salt,2
104596,Orange,2
104597,Tea,1
104597,Onion,2
104597,Popcorn,1
104597,Conditioner,1
104598,Rice,2
104598,Spices,1
104598,Onion,1
104598,Cooking Oil,2
104598,Butter,1
104598,Conditioner,2
104599,Carrot,3
104599,Onion,2
104599,Cooking Oil,3
104600,Eggs,3
104600,Potato,1
104600,Fish,1
104600,Soft Drink,2
104600,Wheat Flour,2
104601,Shampoo,1
104601,Apple,3
104601,Conditioner,2
104602,Milk,2
104602,Cheese,3
104602,Toothpaste,2
104602,Bread,1
104602,Conditioner,1
104603,Butter,3
104603,Milk,2
104603,Cheese,1
104604,Carrot,3
104604,Detergent,1
104604,Chocolate,3
104605,Cookies,3
104605,Tissue Paper,1
104605,Tea,1
104605,Eggs,2
104605,Soft Drink,2
104605,Toothbrush,1
104606,Tea,3
104606,Milk,1
104606,Potato,3
104606,Wheat Flour,2
104607,Jam,2
104607,Salt,3
104607,Wheat Flour,1
104607,Sugar,2
104608,Toothpaste,2
104608,Cookies,2
104608,Conditioner,2
104608,Sugar,3
104609,Dishwashing Liquid,1
104609,Eggs,1
104609,Shampoo,2
104609,Spices,1
104609,Yogurt,3
104610,Popcorn,1
104610,Shampoo,3
104610,Potato,1
104610,Cooking Oil,2
104610,Biscuits,2
104610,Conditioner,2
104610,Tomato,3
104611,Carrot,2
104611,Chicken,1
104611,Tomato,2
104612,Tea,1
104612,Eggs,1
104612,Chips,2
104612,Biscuits,1
104612,Sugar,1
104613,Tissue Paper,2
104613,Soap,3
104613,Jam,3
104613,Chips,2
104613,Soft Drink,2
104613,Conditioner,3
104614,Jam,3
104614,Apple,2
104614,Soft Drink,1
104615,Soap,1
104615,Jam,2
104615,Fish,1
104615,Biscuits,1
104615,Sugar,1
104615,Toothbrush,2
104616,Carrot,3
104616,Cheese,2
104616,Fruit Juice,3
104616,Yogurt,3
104616,Wheat Flour,2
104617,Shampoo,1
104617,Cookies,2
104617,Orange,1
104618,Eggs,2
104618,Popcorn,2
104618,Fruit Juice,2
104618,Toothpaste,1
104619,Carrot,3
104619,Spices,1
104619,Salt,2
104619,Fish,2
104619,Wheat Flour,3
104620,Cheese,1
104620,Chocolate,1
104620,Chicken,3
104620,Shampoo,3
104620,Apple,3
104620,Salt,2
104621,Cheese,1
104621,Coffee,3
104621,Chips,2
104621,Soft Drink,1
104621,Biscuits,3
104622,Popcorn,1
104622,Soap,1
104622,Coffee,3
104622,Chips,1
104622,Conditioner,2
104622,Sugar,2
104623,Banana,3
104623,Rice,3
104623,Spices,3
104623,Shampoo,2
104623,Salt,2
104623,Cooking Oil,3
104623,Fish,3
104623,Conditioner,3
104624,Tissue Paper,2
104624,Eggs,3
104624,Shampoo,1
104624,Spices,2
104624,Conditioner,3
104625,Yogurt,2
104625,Fish,3
104625,Orange,3
104626,Biscuits,3
104626,Tea,3
104626,Dishwashing Liquid,3
104627,Chicken,1
104627,Chocolate,1
104627,Toothpaste,1
104627,Rice,1
104627,Cooking Oil,1
104628,Carrot,2
104628,Cookies,1
104628,Cheese,2
104629,Tea,3
104629,Biscuits,2
104629,Sugar,2
104630,Cookies,2
104630,Chicken,2
104630,Dishwashing Liquid,1
104630,Potato,1
104630,Tomato,3
104631,Cheese,2
104631,Dishwashing Liquid,1
104631,Tissue Paper,3
104631,Yogurt,2
104631,Toothbrush,3
104632,Carrot,1
104632,Dishwashing Liquid,3
104632,Salt,1
104632,Yogurt,2
104632,Wheat Flour,2
104633,Jam,2
104633,Cookies,3
104633,Yogurt,1
104634,Dishwashing Liquid,1
104634,Potato,1
104634,Chips,1
104634,Grapes,1
104634,Conditioner,3
104635,Butter,1
104635,Cheese,2
104635,Tomato,1
104636,Apple,1
104636,Salt,1
104636,Popcorn,2
104636,Chocolate,3
104637,Salt,3
104637,Yogurt,3
104637,Soft Drink,2
104638,Chicken,1
104638,Rice,1
104638,Spices,1
104638,Salt,2
104638,Cooking Oil,1
104638,Soft Drink,2
104638,Fish,2
104638,Orange,3
104639,Dishwashing Liquid,1
104639,Bread,1
104639,Soap,1
104639,Shampoo,1
104639,Sugar,2
104639,Tomato,3
104640,Carrot,3
104640,Banana,2
104640,Cheese,3
104641,Jam,2
104641,Rice,2
104641,Fish,2
104641,Soap,1
104642,Chocolate,1
104642,Tea,1
104642,Spices,3
104642,Salt,3
104642,Cooking Oil,3
104642,Conditioner,1
104642,Toothbrush,3
104643,Spices,3
104643,Cooking Oil,2
104643,Chicken,3
104643,Soap,1
104644,Milk,2
104644,Banana,1
104644,Cheese,2
104644,Fruit Juice,3
104644,Bread,2
104644,Butter,1
104645,Milk,2
104645,Cheese,3
104645,Bread,2
104645,Orange,3
104645,Butter,3
104645,Conditioner,1
104646,Banana,1
104646,Chips,3
104646,Grapes,3
104646,Biscuits,1
104646,Conditioner,1
104646,Toothbrush,2
104647,Chocolate,3
104647,Detergent,2
104647,Bread,3
104647,Potato,2
104647,Conditioner,2
104648,Carrot,3
104648,Jam,1
104648,Chocolate,2
104649,Chocolate,1
104649,Conditioner,1
104649,Wheat Flour,1
104650,Biscuits,1
104650,Spices,2
104650,Yogurt,2
104650,Bread,2
104651,Milk,1
104651,Banana,2
104651,Popcorn,3
104651,Potato,1
104651,Salt,3
104652,Milk,3
104652,Apple,1
104652,Salt,3
104652,Cooking Oil,3
104652,Biscuits,1
104653,Cheese,1
104653,Toothpaste,3
104653,Soap,2
104653,Apple,3
104653,Cooking Oil,3
104654,Cookies,3
104654,Popcorn,1
104654,Chicken,3
104654,Chips,1
104654,Fish,3
104655,Chocolate,3
104655,Tissue Paper,1
104655,Detergent,2
104655,Rice,1
104655,Salt,3
104655,Soft Drink,3
104656,Tea,2
104656,Onion,1
104656,Cooking Oil,2
104656,Soft Drink,3
104657,Spices,3
104657,Shampoo,3
104657,Chicken,2
104657,Soap,1
104658,Milk,2
104658,Chicken,1
104658,Toothpaste,3
104658,Bread,3
104658,Coffee,3
104658,Chips,2
104658,Sugar,1
104659,Spices,3
104659,Cooking Oil,1
104659,Soft Drink,1
104659,Toothbrush,2
104660,Cookies,1
104660,Chicken,3
104660,Rice,1
104660,Spices,3
104660,Salt,1
104660,Cooking Oil,2
104660,Wheat Flour,3
104661,Apple,2
104661,Conditioner,1
104661,Chocolate,3
104661,Dishwashing Liquid,2
104662,Carrot,1
104662,Apple,3
104662,Banana,1
104662,Cooking Oil,1
104663,Detergent,3
104663,Soap,3
104663,Onion,2
104663,Chips,3
104663,Soft Drink,1
104664,Spices,1
104664,Rice,1
104664,Fish,3
104665,Chocolate,2
104665,Detergent,1
104665,Rice,2
104665,Potato,3
104665,Spices,3
104665,Grapes,3
104665,Biscuits,2
104666,Butter,3
104666,Spices,3
104666,Detergent,3
104666,Grapes,3
104667,Milk,3
104667,Dishwashing Liquid,2
104667,Tissue Paper,3
104667,Onion,2
104667,Cooking Oil,3
104668,Jam,2
104668,Fish,3
104668,Bread,2
104669,Potato,2
104669,Cookies,2
104669,Jam,3
104669,Chicken,3
104670,Chicken,1
104670,Rice,1
104670,Spices,3
104670,Salt,2
104670,Cooking Oil,2
104670,Soft Drink,2
104671,Butter,1
104671,Eggs,2
104671,Popcorn,1
104672,Cheese,3
104672,Dishwashing Liquid,3
104672,Soap,1
104672,Potato,2
104672,Cooking Oil,1
104672,Sugar,2
104672,Wheat Flour,2
104673,Carrot,2
104673,Milk,3
104673,Popcorn,1
104673,Chicken,1
104674,Butter,2
104674,Cheese,3
104674,Tomato,3
104675,Cookies,2
104675,Fruit Juice,2
104675,Eggs,2
104675,Potato,2
104675,Onion,2
104676,Sugar,2
104676,Chocolate,3
104676,Tomato,3
104677,Dishwashing Liquid,2
104677,Eggs,3
104677,Spices,3
104677,Potato,1
104677,Chips,1
104677,Fish,1
104678,Milk,3
104678,Popcorn,3
104678,Eggs,3
104678,Jam,2
104678,Cooking Oil,3
104678,Butter,2
104679,Coffee,3
104679,Yogurt,2
104679,Chocolate,2
104679,Fruit Juice,1
104680,Carrot,3
104680,Chicken,1
104680,Bread,1
104680,Spices,2
104680,Coffee,2
104680,Conditioner,1
104681,Chicken,1
104681,Dishwashing Liquid,3
104681,Toothpaste,1
104681,Toothbrush,3
104681,Sugar,2
104682,Carrot,3
104682,Conditioner,1
104682,Cheese,3
104682,Soft Drink,1
104683,Wheat Flour,2
104683,Dishwashing Liquid,3
104683,Soft Drink,3
104684,Toothpaste,3
104684,Detergent,2
104684,Apple,2
104684,Toothbrush,1
104684,Wheat Flour,3
104685,Popcorn,3
104685,Cheese,2
104685,Potato,2
104685,Yogurt,3
104685,Cooking Oil,2
104685,Grapes,1
104685,Biscuits,2
104686,Cooking Oil,3
104686,Salt,3
104686,Cheese,2
104686,Rice,2
104687,Cookies,2
104687,Cheese,1
104687,Rice,2
104687,Potato,3
104687,Salt,1
104687,Cooking Oil,3
104688,Popcorn,1
104688,Chocolate,3
104688,Dishwashing Liquid,2
104688,Potato,2
104688,Spices,2
104688,Tomato,1
104688,Toothbrush,2
104689,Chips,3
104689,Soft Drink,3
104689,Tissue Paper,3
104690,Carrot,1
104690,Banana,2
104690,Tissue Paper,3
104690,Bread,3
104690,Spices,1
104690,Yogurt,1
104691,Eggs,1
104691,Yogurt,2
104691,Tissue Paper,3
104692,Detergent,1
104692,Shampoo,1
104692,Chips,1
104692,Wheat Flour,3
104692,Sugar,3
104693,Milk,2
104693,Popcorn,2
104693,Fruit Juice,1
104693,Shampoo,1
104693,Apple,3
104694,Rice,3
104694,Salt,3
104694,Soft Drink,2
104694,Biscuits,3
104694,Toothbrush,1
104694,Wheat Flour,1
104695,Cheese,2
104695,Chocolate,2
104695,Dishwashing Liquid,1
104695,Potato,1
104695,Onion,2
104695,Coffee,2
104696,Cookies,3
104696,Tomato,3
104696,Toothbrush,1
104697,Banana,3
104697,Toothpaste,3
104697,Tea,1
104697,Soap,2
104697,Shampoo,2
104697,Coffee,2
104698,Apple,2
104698,Chicken,1
104698,Wheat Flour,1
104699,Milk,2
104699,Cheese,2
104699,Detergent,3
104699,Rice,2
104699,Cooking Oil,1
104699,Butter,3
104700,Rice,3
104700,Spices,3
104700,Potato,1
104700,Cooking Oil,1
104700,Fish,3
104701,Tea,2
104701,Cookies,2
104701,Biscuits,2
104701,Orange,3
104702,Tea,2
104702,Rice,2
104702,Grapes,1
104703,Cookies,1
104703,Cheese,1
104703,Chocolate,3
104703,Detergent,2
104703,Potato,1
104703,Tomato,3
104704,Onion,2
104704,Chips,1
104704,Coffee,1
104704,Soft Drink,2
104705,Fruit Juice,3
104705,Soap,3
104705,Spices,1
104705,Chips,2
104705,Grapes,2
104705,Biscuits,1
104705,Conditioner,3
104706,Fruit Juice,3
104706,Toothpaste,1
104706,Onion,1
104706,Wheat Flour,1
104706,Toothbrush,3
104707,Milk,3
104707,Bread,3
104707,Soap,2
104707,Shampoo,1
104707,Jam,3
104707,Salt,2
104707,Chips,2
104708,Cheese,1
104708,Popcorn,2
104708,Tissue Paper,1
104708,Coffee,1
104708,Salt,3
104708,Orange,1
104708,Wheat Flour,3
104709,Tea,1
104709,Jam,3
104709,Yogurt,2
104709,Tomato,1
104709,Sugar,2
104710,Milk,3
104710,Detergent,2
104710,Cooking Oil,1
104711,Carrot,1
104711,Jam,2
104711,Chicken,3
104711,Grapes,2
104712,Carrot,2
104712,Tea,2
104712,Cooking Oil,1
104712,Grapes,1
104712,Biscuits,2
104713,Fish,1
104713,Banana,2
104713,Cooking Oil,1
104714,Shampoo,2
104714,Fish,1
104714,Conditioner,3
104715,Tissue Paper,3
104715,Tea,1
104715,Potato,3
104715,Onion,2
104715,Grapes,1
104716,Carrot,3
104716,Cheese,3
104716,Rice,1
104716,Apple,2
104716,Yogurt,3
104716,Biscuits,2
104716,Butter,3
104717,Chicken,2
104717,Bread,1
104717,Fruit Juice,2
104717,Sugar,3
104718,Carrot,1
104718,Milk,3
104718,Bread,1
104718,Apple,3
104718,Onion,2
104718,Coffee,1
104718,Fish,1
104719,Biscuits,1
104719,Carrot,2
104719,Cheese,1
104719,Sugar,2
104720,Carrot,2
104720,Apple,3
104720,Fish,1
104720,Soft Drink,2
104721,Fruit Juice,3
104721,Spices,1
104721,Onion,1
104721,Jam,2
104721,Potato,1
104722,Potato,1
104722,Chips,3
104722,Dishwashing Liquid,3
104723,Onion,3
104723,Wheat Flour,2
104723,Orange,1
104723,Tissue Paper,3
104724,Fruit Juice,3
104724,Bread,2
104724,Jam,1
104724,Apple,2
104724,Butter,3
104725,Carrot,3
104725,Eggs,3
104725,Popcorn,1
104726,Cheese,1
104726,Fruit Juice,2
104726,Potato,1
104726,Chips,1
104726,Grapes,2
104726,Soft Drink,1
104727,Dishwashing Liquid,2
104727,Apple,2
104727,Chips,3
104727,Biscuits,3
104727,Toothbrush,1
104728,Potato,1
104728,Chicken,2
104728,Dishwashing Liquid,1
104728,Toothbrush,3
104729,Chicken,2
104729,Soap,2
104729,Shampoo,2
104729,Jam,1
104729,Spices,1
104729,Fish,3
104730,Shampoo,2
104730,Chips,1
104730,Fish,1
104730,Cooking Oil,1
104730,Conditioner,3
104730,Tomato,1
104731,Cookies,3
104731,Toothpaste,3
104731,Eggs,2
104731,Onion,1
104731,Yogurt,1
104731,Sugar,2
104732,Cookies,1
104732,Orange,2
104732,Chips,2
104732,Cooking Oil,1
104732,Sugar,1
104732,Conditioner,3
104732,Tomato,1
104733,Biscuits,2
104733,Popcorn,1
104733,Tomato,2
104734,Carrot,1
104734,Dishwashing Liquid,2
104734,Bread,2
104734,Apple,2
104734,Chips,2
104734,Soft Drink,1
104734,Toothbrush,1
104735,Yogurt,1
104735,Chocolate,1
104735,Toothbrush,1
104736,Potato,1
104736,Tissue Paper,1
104736,Sugar,2
104737,Chicken,2
104737,Detergent,1
104737,Spices,1
104737,Apple,2
104737,Cooking Oil,1
104738,Jam,2
104738,Soap,3
104738,Orange,1
104738,Sugar,2
104739,Detergent,3
104739,Shampoo,1
104739,Jam,3
104739,Salt,2
104739,Fish,3
104739,Butter,1
104740,Cookies,3
104740,Chips,3
104740,Chocolate,2
104740,Grapes,1
104741,Butter,1
104741,Banana,3
104741,Fish,2
104741,Tomato,3
104742,Butter,3
104742,Salt,2
104742,Chips,1
104742,Dishwashing Liquid,1
104743,Detergent,3
104743,Soap,1
104743,Onion,3
104743,Chips,2
104743,Soft Drink,1
104743,Tomato,1
104743,Sugar,1
104744,Milk,3
104744,Tissue Paper,3
104744,Fish,1
104744,Toothbrush,3
104744,Orange,3
104744,Tomato,2
104745,Milk,3
104745,Cheese,3
104745,Dishwashing Liquid,1
104745,Rice,3
104745,Bread,3
104745,Butter,1
104746,Spices,1
104746,Carrot,1
104746,Detergent,3
104746,Dishwashing Liquid,1
104747,Spices,2
104747,Cooking Oil,2
104747,Chicken,1
104747,Orange,2
104748,Jam,1
104748,Salt,1
104748,Rice,2
104748,Tomato,1
104749,Banana,1
104749,Tissue Paper,1
104749,Rice,2
104749,Potato,1
104749,Cooking Oil,1
104749,Sugar,1
104750,Spices,3
104750,Cooking Oil,2
104750,Fish,3
104750,Rice,2
104751,Bread,3
104751,Shampoo,1
104751,Onion,1
104751,Chips,3
104751,Orange,1
104752,Wheat Flour,3
104752,Soft Drink,3
104752,Tomato,3
104753,Chicken,2
104753,Detergent,3
104753,Fish,2
104753,Tissue Paper,1
104754,Tea,3
104754,Apple,1
104754,Dishwashing Liquid,1
104754,Tomato,2
104755,Milk,3
104755,Detergent,1
104755,Butter,3
104755,Conditioner,2
104755,Sugar,1
104756,Milk,1
104756,Dishwashing Liquid,3
104756,Tea,2
104756,Coffee,1
104756,Fish,3
104757,Banana,2
104757,Popcorn,2
104757,Fruit Juice,1
104757,Eggs,1
104757,Rice,1
104758,Cookies,2
104758,Banana,1
104758,Dishwashing Liquid,3
104758,Jam,3
104758,Salt,2
104758,Biscuits,1
104758,Wheat Flour,2
104759,Banana,2
104759,Eggs,3
104759,Bread,1
104759,Orange,3
104759,Sugar,3
104760,Rice,3
104760,Spices,1
104760,Salt,3
104760,Cooking Oil,3
104760,Biscuits,3
104761,Tea,2
104761,Carrot,1
104761,Biscuits,3
104761,Sugar,1
104762,Milk,1
104762,Popcorn,3
104762,Chicken,2
104762,Tissue Paper,3
104762,Spices,1
104762,Cooking Oil,1
104763,Shampoo,2
104763,Popcorn,1
104763,Soap,1
104764,Carrot,2
104764,Milk,3
104764,Popcorn,1
104764,Chicken,2
104764,Onion,2
104765,Spices,2
104765,Onion,1
104765,Potato,1
104766,Coffee,1
104766,Milk,1
104766,Sugar,1
104767,Apple,1
104767,Banana,1
104767,Dishwashing Liquid,1
104767,Tomato,1
104768,Chicken,1
104768,Onion,2
104768,Fish,3
104768,Grapes,2
104768,Conditioner,1
104768,Toothbrush,1
104769,Potato,3
104769,Bread,3
104769,Chocolate,2
104769,Tissue Paper,3
104770,Onion,3
104770,Popcorn,2
104770,Dishwashing Liquid,2
104770,Tomato,2
104771,Eggs,1
104771,Rice,1
104771,Chips,3
104771,Grapes,3
104771,Wheat Flour,1
104772,Cookies,3
104772,Chocolate,3
104772,Chicken,1
104772,Jam,3
104772,Biscuits,2
104772,Conditioner,3
104773,Cookies,1
104773,Popcorn,1
104773,Jam,3
104773,Salt,3
104773,Wheat Flour,2
104774,Butter,1
104774,Milk,1
104774,Cheese,3
104774,Orange,3
104775,Fruit Juice,1
104775,Apple,2
104775,Yogurt,2
104775,Soft Drink,1
104775,Conditioner,1
104776,Spices,3
104776,Cooking Oil,2
104776,Salt,3
104776,Rice,1
104777,Carrot,2
104777,Banana,2
104777,Rice,1
104777,Apple,2
104777,Onion,1
104778,Fruit Juice,3
104778,Shampoo,3
104778,Apple,2
104778,Jam,3
104778,Chips,2
104778,Yogurt,2
104779,Chicken,1
104779,Soap,3
104779,Chips,1
104779,Grapes,1
104779,Biscuits,1
104779,Wheat Flour,1
104780,Milk,3
104780,Tea,2
104780,Detergent,3
104780,Shampoo,2
104780,Conditioner,1
104781,Chicken,2
104781,Tea,3
104781,Spices,2
104781,Onion,2
104781,Cooking Oil,2
104781,Orange,1
104782,Tissue Paper,3
104782,Bread,1
104782,Soft Drink,1
104782,Butter,3
104782,Wheat Flour,2
104782,Toothbrush,3
104783,Jam,1
104783,Rice,3
104783,Grapes,2
104784,Carrot,3
104784,Chips,2
104784,Potato,2
104784,Fruit Juice,3
104785,Chicken,1
104785,Dishwashing Liquid,1
104785,Spices,3
104785,Cooking Oil,1
104785,Butter,2
104786,Shampoo,1
104786,Yogurt,1
104786,Soap,1
104787,Dishwashing Liquid,3
104787,Toothpaste,1
104787,Soap,3
104787,Shampoo,3
104787,Potato,1
104787,Sugar,3
104788,Popcorn,1
104788,Detergent,1
104788,Spices,3
104788,Soft Drink,3
104788,Butter,3
104789,Tea,3
104789,Soap,3
104789,Shampoo,2
104789,Onion,3
104789,Coffee,1
104789,Fish,2
104790,Carrot,1
104790,Milk,3
104790,Popcorn,2
104790,Detergent,2
104790,Orange,2
104790,Toothbrush,1
104791,Carrot,2
104791,Spices,1
104791,Apple,1
104791,Chips,2
104791,Grapes,3
104792,Fruit Juice,1
104792,Detergent,1
104792,Coffee,3
104792,Salt,3
104792,Yogurt,1
104792,Fish,1
